dsp_item_id	college	award_total	award_range	fiscal_year
10091382	Pharmacy	6500.00	1	2013
10092498	Pharmacy	13750.00	2	2012
10092499	Pharmacy	9800.00	1	2012
10091388	Pharmacy	6500.00	1	2013
10095326	Pharmacy	294526.00	3	2013
10095223	Liberal Arts and Sciences	65000.00	2	2013
10095224	Liberal Arts and Sciences	96000.00	2	2013
10092509	Pharmacy	25000.00	2	2012
10092610	Pharmacy	7500000.00	4	2012
10095339	Pharmacy	273944.00	3	2013
10095622	Pharmacy	348735.00	3	2013
10093924	Liberal Arts and Sciences	23750.00	2	2013
10090404	Liberal Arts and Sciences	15921.00	2	2013
10083529	Public Health	16695.00	2	2012
10083799	Public Health	8968.00	1	2012
10095601	Pharmacy	20000.00	2	2013
10095306	Pharmacy	230032.00	3	2013
10087669	Pharmacy	16090.00	2	2013
10094664	Pharmacy	14875.00	2	2013
10084965	Public Health	24606.00	2	2012
10085813	Public Health	46352.00	2	2012
10091375	Pharmacy	184091.00	3	2013
10093327	Pharmacy	3000.00	1	2013
10086207	Public Health	154820.00	3	2012
10086301	Public Health	149844.00	3	2012
10093533	Pharmacy	11000.00	2	2013
10093784	Pharmacy	93645.00	2	2013
10087112	Public Health	111512.00	3	2012
10087131	Public Health	1149315.00	4	2012
10091300	Public Health	12045.00	2	2013
10092668	Public Health	48513.00	2	2013
10096466	Liberal Arts and Sciences	82643.00	2	2013
10096815	Liberal Arts and Sciences	104453.00	3	2013
10087134	Public Health	98441.00	2	2012
10087214	Public Health	1333000.00	4	2012
10096290	Public Health	516950.00	3	2013
10096248	Public Health	45513.00	2	2013
10092918	Liberal Arts and Sciences	124080.00	3	2013
10092862	Liberal Arts and Sciences	19586.00	2	2013
10096268	Public Health	346913.00	3	2013
10096513	Public Health	19900.00	2	2013
10087408	Public Health	1134071.00	4	2012
10087414	Public Health	1579155.00	4	2012
10092976	Public Health	28370.00	2	2013
10093171	Public Health	150000.00	3	2013
10087488	Public Health	1740147.00	4	2012
10087557	Public Health	332295.00	3	2012
10087611	Public Health	135129.00	3	2012
10087612	Public Health	1776295.00	4	2012
10093519	Liberal Arts and Sciences	67746.00	2	2013
10093669	Liberal Arts and Sciences	37872.00	2	2013
10093176	Public Health	10570.00	2	2013
10092248	Public Health	599796.00	3	2013
10087703	Public Health	3822.00	1	2012
10087711	Public Health	10799.00	2	2012
10093270	Liberal Arts and Sciences	23500.00	2	2013
10089005	Liberal Arts and Sciences	143142.00	3	2013
10092447	Public Health	487005.00	3	2013
10092449	Public Health	162612.00	3	2013
10087712	Public Health	43414.00	2	2012
10087722	Public Health	749999.00	3	2012
10091927	Liberal Arts and Sciences	30536.00	2	2013
10095027	Liberal Arts and Sciences	8700.00	1	2013
10091576	Public Health	492202.00	3	2013
10090006	Public Health	637901.00	3	2013
10087789	Public Health	288773.00	3	2012
10087837	Public Health	75000.00	2	2012
10090654	Public Health	90940.00	2	2013
10091198	Public Health	155000.00	3	2013
10087926	Public Health	5242.00	1	2012
10087972	Public Health	491872.00	3	2012
10091654	Public Health	660000.00	3	2013
10091847	Public Health	200000.00	3	2013
10095905	Liberal Arts and Sciences	20744.00	2	2013
10094456	Liberal Arts and Sciences	10000.00	2	2013
10087980	Public Health	155000.00	3	2012
10087998	Public Health	122700.00	3	2012
10092881	Public Health	27813.00	2	2013
10092909	Public Health	18637.00	2	2013
10094483	Liberal Arts and Sciences	23110.00	2	2013
10094438	Liberal Arts and Sciences	6242.00	1	2013
10088034	Public Health	47606.00	2	2012
10088061	Public Health	847815.00	3	2012
10088070	Public Health	234722.00	3	2012
10088099	Public Health	213780.00	3	2012
10094255	Public Health	110000.00	3	2013
10094332	Public Health	71532.00	2	2013
10088103	Public Health	33852.00	2	2012
10088123	Public Health	900618.00	3	2012
10094414	Public Health	12171.00	2	2013
10095342	Public Health	10570.00	2	2013
10095922	Public Health	64612.00	2	2013
10095423	Public Health	4900.00	1	2013
10088132	Public Health	65872.00	2	2012
10088164	Public Health	205730.00	3	2012
10094402	Public Health	3000.00	1	2013
10091936	Public Health	650000.00	3	2013
10088165	Public Health	650000.00	3	2012
10088193	Public Health	252315.00	3	2012
10092437	Public Health	7400.00	1	2013
10092659	Public Health	709888.00	3	2013
10096266	Liberal Arts and Sciences	24840.00	2	2013
10096069	Liberal Arts and Sciences	15420.00	2	2013
10088203	Public Health	107963.00	3	2012
10088204	Public Health	82808.00	2	2012
10096690	Public Health	7500.00	1	2013
10092711	Public Health	105578.00	3	2013
10088300	Public Health	0.00	1	2012
10088310	Public Health	173392.00	3	2012
10090648	Liberal Arts and Sciences	86781.00	2	2013
10093117	Liberal Arts and Sciences	166888.00	3	2013
10088311	Public Health	125172.00	3	2012
10088353	Public Health	297852.00	3	2012
10095387	Public Health	453631.00	3	2013
10095948	Public Health	12600.00	2	2013
10088357	Public Health	4426800.00	4	2012
10088381	Public Health	536055.00	3	2012
10094541	Public Health	951021.00	3	2013
10094697	Public Health	403695.00	3	2013
10093276	Liberal Arts and Sciences	15998.00	2	2013
10087080	Liberal Arts and Sciences	28664.00	2	2013
10088452	Public Health	22715.00	2	2012
10088524	Public Health	16313.00	2	2012
10093602	Public Health	34875.00	2	2013
10092169	Public Health	11627.00	2	2013
10094598	Liberal Arts and Sciences	19800.00	2	2013
10094007	Liberal Arts and Sciences	45000.00	2	2013
10088525	Public Health	20687.00	2	2012
10088532	Public Health	12960.00	2	2012
10092687	Public Health	1725284.00	4	2013
10092695	Public Health	1154967.00	4	2013
10088692	Public Health	659998.00	3	2012
10088791	Public Health	25000.00	2	2012
10092416	Public Health	9200.00	1	2013
10091990	Public Health	1139208.00	4	2013
10088817	Public Health	75076.00	2	2012
10088839	Public Health	33415.00	2	2012
10091589	Public Health	232456.00	3	2013
10091810	Public Health	1824.00	1	2013
10095247	Liberal Arts and Sciences	20000.00	2	2013
10094675	Liberal Arts and Sciences	136500.00	3	2013
10088875	Public Health	81811.00	2	2012
10088905	Public Health	234054.00	3	2012
10091525	Public Health	3200000.00	4	2013
10092599	Public Health	675000.00	3	2013
10095039	Liberal Arts and Sciences	7000.00	1	2013
10096094	Liberal Arts and Sciences	18016.00	2	2013
10088911	Public Health	186863.00	3	2012
10088912	Public Health	11250.00	2	2012
10093455	Public Health	145418.00	3	2013
10093723	Public Health	27736.00	2	2013
10088917	Public Health	89313.00	2	2012
10088920	Public Health	37506.00	2	2012
10094671	Public Health	615000.00	3	2013
10094677	Public Health	121694.00	3	2013
10088928	Public Health	18955.00	2	2012
10088960	Public Health	4163.00	1	2012
10095052	Public Health	51836.00	2	2013
10095229	Public Health	350040.00	3	2013
10096023	Liberal Arts and Sciences	133266.00	3	2013
10090782	Liberal Arts and Sciences	133266.00	3	2013
10089013	Public Health	18943.00	2	2012
10089014	Public Health	211278.00	3	2012
10095241	Public Health	8000.00	1	2013
10095245	Public Health	7200.00	1	2013
10093228	Liberal Arts and Sciences	108354.00	3	2013
10093254	Liberal Arts and Sciences	7000.00	1	2013
10095246	Public Health	2700.00	1	2013
10095341	Public Health	1475.00	1	2013
10089024	Public Health	76285.00	2	2012
10089028	Public Health	70500.00	2	2012
10089063	Public Health	714286.00	3	2012
10089066	Public Health	4130270.00	4	2012
10095956	Public Health	29500.00	2	2013
10096012	Public Health	144789.00	3	2013
10089128	Public Health	32033.00	2	2012
10089152	Public Health	15625.00	2	2012
10089170	Public Health	0.00	1	2012
10089171	Public Health	0.00	1	2012
10096082	Public Health	13033.00	2	2013
10095513	Public Health	17969.00	2	2013
10093513	Liberal Arts and Sciences	35860.00	2	2013
10093555	Liberal Arts and Sciences	83249.00	2	2013
10089172	Public Health	0.00	1	2012
10089177	Public Health	1200.00	1	2012
10095530	Public Health	1000.00	1	2013
10095931	Public Health	10525.00	2	2013
10093557	Liberal Arts and Sciences	2000.00	1	2013
10093718	Liberal Arts and Sciences	90788.00	2	2013
10089179	Public Health	32285.00	2	2012
10089203	Public Health	18404.00	2	2012
10093379	Public Health	249000.00	3	2013
10094559	Public Health	50000.00	2	2013
10094614	Public Health	642790.00	3	2013
10094631	Public Health	24300.00	2	2013
10094837	Public Health	9179.00	1	2013
10094956	Public Health	11369.00	2	2013
10089234	Public Health	9700.00	1	2012
10089248	Public Health	10893.00	2	2012
10095123	Public Health	47130.00	2	2013
10095128	Public Health	13128.00	2	2013
10089249	Public Health	600053.00	3	2012
10089252	Public Health	8500.00	1	2012
10095637	Liberal Arts and Sciences	4900.00	1	2013
10095469	Liberal Arts and Sciences	32283.00	2	2013
10089266	Public Health	1199947.00	4	2012
10089267	Public Health	10290.00	2	2012
10095130	Public Health	13501.00	2	2013
10093764	Public Health	38288.00	2	2013
10095771	Liberal Arts and Sciences	53404.00	2	2013
10095613	Liberal Arts and Sciences	27452.00	2	2013
10089268	Public Health	4728.00	1	2012
10089269	Public Health	9200.00	1	2012
10093765	Public Health	149051.00	3	2013
10093817	Public Health	39926.00	2	2013
10089271	Public Health	80000.00	2	2012
10089286	Public Health	3000.00	1	2012
10095657	Liberal Arts and Sciences	199460.00	3	2013
10095932	Liberal Arts and Sciences	147448.00	3	2013
10093845	Public Health	1055.00	1	2013
10093956	Public Health	249925.00	3	2013
10089299	Public Health	250000.00	3	2012
10089318	Public Health	18750.00	2	2012
10093985	Public Health	352929.00	3	2013
10093521	Public Health	52725.00	2	2013
10089330	Public Health	19650.00	2	2012
10089361	Public Health	1568635.00	4	2012
10093528	Public Health	1055.00	1	2013
10093548	Public Health	393600.00	3	2013
10089393	Public Health	160029.00	3	2012
10089447	Public Health	23750.00	2	2012
10093571	Public Health	80003.00	2	2013
10092938	Public Health	12598.00	2	2013
10089562	Public Health	63915.00	2	2012
10089639	Public Health	54987.00	2	2012
10089640	Public Health	30000.00	2	2012
10089678	Public Health	1029825.00	4	2012
10094415	Public Health	20429.00	2	2013
10094463	Public Health	5940.00	1	2013
10094500	Public Health	250000.00	3	2013
10094523	Public Health	5764.00	1	2013
10095950	Liberal Arts and Sciences	12000.00	2	2013
10095955	Liberal Arts and Sciences	3000.00	1	2013
10096119	Liberal Arts and Sciences	140150.00	3	2013
10096120	Liberal Arts and Sciences	55000.00	2	2013
10094345	Public Health	3822.00	1	2013
10094373	Public Health	15702.00	2	2013
10096836	Liberal Arts and Sciences	240000.00	3	2013
10096516	Liberal Arts and Sciences	62397.00	2	2013
10094374	Public Health	17472.00	2	2013
10093683	Public Health	258500.00	3	2013
10095108	Liberal Arts and Sciences	89989.00	2	2013
10094885	Liberal Arts and Sciences	729167.00	3	2013
10094035	Public Health	267214.00	3	2013
10094043	Public Health	98951.00	2	2013
10094074	Public Health	122700.00	3	2013
10094080	Public Health	118562.00	3	2013
10094121	Public Health	1055.00	1	2013
10092627	Public Health	100000.00	3	2013
10094919	Liberal Arts and Sciences	396448.00	3	2013
10095018	Liberal Arts and Sciences	644003.00	3	2013
10092534	Public Health	5000.00	1	2013
10092541	Public Health	17000.00	2	2013
10095019	Liberal Arts and Sciences	175000.00	3	2013
10095254	Liberal Arts and Sciences	67143.00	2	2013
10092542	Public Health	8300.00	1	2013
10092546	Public Health	173268.00	3	2013
10092570	Public Health	24900.00	2	2013
10092440	Public Health	8588.00	1	2013
10095344	Liberal Arts and Sciences	116641.00	3	2013
10095345	Liberal Arts and Sciences	14244.00	2	2013
10092364	Public Health	22402.00	2	2013
10091913	Public Health	115940.00	3	2013
10092800	Public Health	1612680.00	4	2013
10092803	Public Health	250000.00	3	2013
10095392	Liberal Arts and Sciences	100000.00	3	2013
10095404	Liberal Arts and Sciences	48540.00	2	2013
10093293	Public Health	3000.00	1	2013
10093302	Public Health	268882.00	3	2013
10094050	Liberal Arts and Sciences	199008.00	3	2013
10094072	Liberal Arts and Sciences	45000.00	2	2013
10093003	Public Health	12377.00	2	2013
10093015	Public Health	119020.00	3	2013
10093959	Liberal Arts and Sciences	20156.00	2	2013
10094217	Liberal Arts and Sciences	15000.00	2	2013
10093104	Public Health	2161.00	1	2013
10091545	Public Health	459702.00	3	2013
10094322	Liberal Arts and Sciences	15000.00	2	2013
10094591	Liberal Arts and Sciences	220671.00	3	2013
10091573	Public Health	241600.00	3	2013
10091324	Public Health	33222.00	2	2013
10091514	Public Health	749999.00	3	2013
10091584	Public Health	223547.00	3	2013
10094592	Liberal Arts and Sciences	265000.00	3	2013
10094515	Liberal Arts and Sciences	82000.00	2	2013
10091174	Public Health	47887.00	2	2013
10091177	Public Health	20100.00	2	2013
10090334	Public Health	55853.00	2	2013
10089519	Public Health	22654.00	2	2013
10093547	Liberal Arts and Sciences	1502387.00	4	2013
10093936	Liberal Arts and Sciences	204620.00	3	2013
10091728	Public Health	50827.00	2	2013
10091736	Public Health	226775.00	3	2013
10093825	Liberal Arts and Sciences	18008.00	2	2013
10093573	Liberal Arts and Sciences	39163.00	2	2013
10091858	Public Health	107875.00	3	2013
10096167	Public Health	18600.00	2	2013
10096609	Public Health	250000.00	3	2013
10096641	Public Health	33906.00	2	2013
10096326	Public Health	21118.00	2	2013
10096341	Public Health	6900.00	1	2013
10093615	Liberal Arts and Sciences	175000.00	3	2013
10093678	Liberal Arts and Sciences	23240.00	2	2013
10096392	Public Health	282572.00	3	2013
10096393	Public Health	3200.00	1	2013
10091865	Public Health	21039.00	2	2013
10091872	Public Health	187987.00	3	2013
10093522	Liberal Arts and Sciences	58069.00	2	2013
10093108	Liberal Arts and Sciences	513500.00	3	2013
10091908	Public Health	234722.00	3	2013
10092010	Public Health	938707.00	3	2013
10093398	Liberal Arts and Sciences	99000.00	2	2013
10093438	Liberal Arts and Sciences	195000.00	3	2013
10092013	Public Health	1586791.00	4	2013
10092032	Public Health	107937.00	3	2013
10092083	Public Health	113850.00	3	2013
10091658	Public Health	20000.00	2	2013
10091848	Public Health	80687.00	2	2013
10091849	Public Health	183010.00	3	2013
10089963	Public Health	836520.00	3	2013
10089431	Public Health	174907.00	3	2013
10091577	Public Health	25000.00	2	2013
10091328	Public Health	15700.00	2	2013
10093105	Public Health	7883.00	1	2013
10093365	Public Health	33768.00	2	2013
10093447	Liberal Arts and Sciences	154000.00	3	2013
10093458	Liberal Arts and Sciences	345204.00	3	2013
10092786	Public Health	103005.00	3	2013
10091917	Public Health	47748.00	2	2013
10091935	Public Health	130391.00	3	2013
10092417	Public Health	36548.00	2	2013
10093459	Liberal Arts and Sciences	220000.00	3	2013
10093294	Liberal Arts and Sciences	15416.00	2	2013
10092524	Public Health	74296.00	2	2013
10093695	Public Health	226165.00	3	2013
10093326	Liberal Arts and Sciences	116580.00	3	2013
10093127	Liberal Arts and Sciences	195000.00	3	2013
10094277	Public Health	366370.00	3	2013
10093639	Public Health	30000.00	2	2013
10093682	Public Health	57391.00	2	2013
10093600	Public Health	660000.00	3	2013
10093997	Public Health	6683.00	1	2013
10095169	Public Health	7001.00	1	2013
10093141	Liberal Arts and Sciences	157999.00	3	2013
10093159	Liberal Arts and Sciences	1077962.00	4	2013
10095016	Public Health	172417.00	3	2013
10094655	Public Health	40000.00	2	2013
10093115	Liberal Arts and Sciences	4000.00	1	2013
10092952	Liberal Arts and Sciences	73000.00	2	2013
10094692	Public Health	533811.00	3	2013
10096118	Public Health	17012.00	2	2013
10092864	Liberal Arts and Sciences	67902.00	2	2013
10092865	Liberal Arts and Sciences	7402.00	1	2013
10092866	Liberal Arts and Sciences	20000.00	2	2013
10092879	Liberal Arts and Sciences	50000.00	2	2013
10092930	Liberal Arts and Sciences	48779.00	2	2013
10092804	Liberal Arts and Sciences	175000.00	3	2013
10092815	Liberal Arts and Sciences	47622.00	2	2013
10090992	Liberal Arts and Sciences	30000.00	2	2013
10091704	Liberal Arts and Sciences	143119.00	3	2013
10091789	Liberal Arts and Sciences	225000.00	3	2013
10091948	Liberal Arts and Sciences	12000.00	2	2013
10091966	Liberal Arts and Sciences	377064.00	3	2013
10092089	Liberal Arts and Sciences	1588500.00	4	2013
10092732	Liberal Arts and Sciences	85000.00	2	2013
10092175	Liberal Arts and Sciences	827691.00	3	2013
10092284	Liberal Arts and Sciences	95407.00	2	2013
10092319	Liberal Arts and Sciences	37064.00	2	2013
10092536	Liberal Arts and Sciences	40094.00	2	2013
10089195	Liberal Arts and Sciences	0.00	1	2013
10089346	Liberal Arts and Sciences	23436.00	2	2013
10089362	Liberal Arts and Sciences	25780.00	2	2013
10089605	Liberal Arts and Sciences	32065.00	2	2013
10089718	Liberal Arts and Sciences	240000.00	3	2013
10088938	Liberal Arts and Sciences	13124.00	2	2013
10090470	Liberal Arts and Sciences	87225.00	2	2013
10090609	Liberal Arts and Sciences	25571.00	2	2013
10090704	Liberal Arts and Sciences	16941.00	2	2013
10091462	Liberal Arts and Sciences	51973.00	2	2013
10091487	Liberal Arts and Sciences	289549.00	3	2013
10091488	Liberal Arts and Sciences	30000.00	2	2013
10091532	Liberal Arts and Sciences	196211.00	3	2013
10092020	Liberal Arts and Sciences	73485.00	2	2013
10093085	Liberal Arts and Sciences	15000.00	2	2013
10093545	Liberal Arts and Sciences	43500.00	2	2013
10096208	Liberal Arts and Sciences	8700.00	1	2013
10096188	Liberal Arts and Sciences	143060.00	3	2013
10096244	Liberal Arts and Sciences	357075.00	3	2013
10096299	Liberal Arts and Sciences	279364.00	3	2013
10095977	Liberal Arts and Sciences	67174.00	2	2013
10095909	Liberal Arts and Sciences	447202.00	3	2013
10095609	Liberal Arts and Sciences	9049.00	1	2013
10095644	Liberal Arts and Sciences	310308.00	3	2013
10095645	Liberal Arts and Sciences	354720.00	3	2013
10095646	Liberal Arts and Sciences	222528.00	3	2013
10096901	Liberal Arts and Sciences	44314.00	2	2013
10094306	Liberal Arts and Sciences	355114.00	3	2013
10094268	Liberal Arts and Sciences	298881.00	3	2013
10094052	Liberal Arts and Sciences	175033.00	3	2013
10095408	Liberal Arts and Sciences	11700.00	2	2013
10094745	Liberal Arts and Sciences	5000.00	1	2013
10093886	Liberal Arts and Sciences	320760.00	3	2013
10093312	Liberal Arts and Sciences	170090.00	3	2013
10093325	Liberal Arts and Sciences	48319.00	2	2013
10092884	Liberal Arts and Sciences	294410.00	3	2013
10092895	Liberal Arts and Sciences	168583.00	3	2013
10091854	Liberal Arts and Sciences	43680.00	2	2013
10091175	Liberal Arts and Sciences	166930.00	3	2013
10091391	Liberal Arts and Sciences	222471.00	3	2013
10092538	Liberal Arts and Sciences	12200.00	2	2013
10092762	Liberal Arts and Sciences	36409.00	2	2013
10092763	Liberal Arts and Sciences	602350.00	3	2013
10092651	Liberal Arts and Sciences	247640.00	3	2013
10092685	Liberal Arts and Sciences	190507.00	3	2013
10090450	Liberal Arts and Sciences	135000.00	3	2013
10087627	Liberal Arts and Sciences	69974.00	2	2013
10091892	Liberal Arts and Sciences	950000.00	3	2013
10092967	Liberal Arts and Sciences	4800.00	1	2013
10093026	Liberal Arts and Sciences	64800.00	2	2013
10093086	Liberal Arts and Sciences	380499.00	3	2013
10093042	Liberal Arts and Sciences	5000.00	1	2013
10093145	Liberal Arts and Sciences	50000.00	2	2013
10093814	Liberal Arts and Sciences	61800.00	2	2013
10093617	Liberal Arts and Sciences	1000.00	1	2013
10094768	Liberal Arts and Sciences	97928.00	2	2013
10094796	Liberal Arts and Sciences	13500.00	2	2013
10094820	Liberal Arts and Sciences	24296.00	2	2013
10094852	Liberal Arts and Sciences	85000.00	2	2013
10095147	Liberal Arts and Sciences	26358.00	2	2013
10094267	Liberal Arts and Sciences	100000.00	3	2013
10094344	Liberal Arts and Sciences	97000.00	2	2013
10094038	Liberal Arts and Sciences	19950.00	2	2013
10095877	Liberal Arts and Sciences	6083.00	1	2013
10096113	Liberal Arts and Sciences	28343.00	2	2013
10093178	Liberal Arts and Sciences	159234.00	3	2013
10087359	Liberal Arts and Sciences	31541.00	2	2013
10090663	Liberal Arts and Sciences	174134.00	3	2013
10090924	Liberal Arts and Sciences	82639.00	2	2013
10091568	Liberal Arts and Sciences	28868.00	2	2013
10091571	Liberal Arts and Sciences	29220.00	2	2013
10090056	Liberal Arts and Sciences	320875.00	3	2013
10090109	Liberal Arts and Sciences	96326.00	2	2013
10089860	Liberal Arts and Sciences	151000.00	3	2013
10092645	Liberal Arts and Sciences	322559.00	3	2013
10092111	Liberal Arts and Sciences	1796182.00	4	2013
10093061	Liberal Arts and Sciences	29528.00	2	2013
10093940	Liberal Arts and Sciences	40000.00	2	2013
10096549	Liberal Arts and Sciences	28868.00	2	2013
10094187	Liberal Arts and Sciences	165233.00	3	2013
10094276	Liberal Arts and Sciences	382653.00	3	2013
10094458	Liberal Arts and Sciences	2000.00	1	2013
10094554	Liberal Arts and Sciences	828848.00	3	2013
10095416	Liberal Arts and Sciences	26976.00	2	2013
10094881	Liberal Arts and Sciences	363409.00	3	2013
10093364	Liberal Arts and Sciences	24840.00	2	2013
10093499	Liberal Arts and Sciences	498425.00	3	2013
10093399	Liberal Arts and Sciences	105976.00	3	2013
10093166	Liberal Arts and Sciences	126228.00	3	2013
10087357	Liberal Arts and Sciences	244104.00	3	2013
10090089	Liberal Arts and Sciences	88172.00	2	2013
10096281	Liberal Arts and Sciences	142076.00	3	2013
10096599	Medicine	4500000.00	4	2013
10094686	Medicine	226644.00	3	2013
10095685	Medicine	4000.00	1	2013
10096767	Medicine	11000000.00	5	2013
10094168	Medicine	211060.00	3	2013
10096010	Medicine	25000.00	2	2013
10096287	Medicine	1925725.00	4	2013
10096649	Medicine	200000.00	3	2013
10094499	Medicine	35000.00	2	2013
10094135	Medicine	50000.00	2	2013
10094753	Medicine	25000.00	2	2013
10096371	Medicine	5000.00	1	2013
10096578	Medicine	14174.00	2	2013
10092849	Medicine	33569.00	2	2013
10092827	Medicine	45924.00	2	2013
10090121	Medicine	164213.00	3	2013
10090196	Medicine	1314318.00	4	2013
10093428	Medicine	200000.00	3	2013
10095036	Medicine	1060875.00	4	2013
10094103	Medicine	1500.00	1	2013
10095638	Medicine	334125.00	3	2013
10093184	Medicine	224386.00	3	2013
10093183	Medicine	369988.00	3	2013
10090826	Medicine	71500.00	2	2013
10096126	Medicine	1231688.00	4	2013
10091823	Medicine	39757.00	2	2013
10096100	Medicine	192475.00	3	2013
10094769	Medicine	102646.00	3	2013
10095194	Medicine	308567.00	3	2013
10095227	Medicine	6848.00	1	2013
10096305	Medicine	148881.00	3	2013
10096804	Medicine	6000.00	1	2013
10092904	Medicine	286900.00	3	2013
10095517	Medicine	515771.00	3	2013
10096260	Medicine	304831.00	3	2013
10091644	Medicine	102000.00	3	2013
10091133	Medicine	73046.00	2	2013
10094208	Medicine	77000.00	2	2013
10095158	Medicine	4000.00	1	2013
10095865	Medicine	273710.00	3	2013
10095970	Medicine	306719.00	3	2013
10093132	Medicine	100000.00	3	2013
10094895	Medicine	9000.00	1	2013
10092221	Medicine	40000.00	2	2013
10092557	Medicine	42053.00	2	2013
10093900	Medicine	160438.00	3	2013
10095240	Medicine	344280.00	3	2013
10095268	Medicine	115643.00	3	2013
10095984	Medicine	52000.00	2	2013
10096171	Medicine	209228.00	3	2013
10091950	Medicine	441277.00	3	2013
10092180	Medicine	278579.00	3	2013
10092867	Medicine	280039.00	3	2013
10093198	Medicine	25670.00	2	2013
10094211	Medicine	26000.00	2	2013
10094440	Medicine	243871.00	3	2013
10094791	Medicine	310222.00	3	2013
10089559	Medicine	3662.00	1	2013
10092415	Medicine	188750.00	3	2013
10093275	Medicine	16600.00	2	2013
10094031	Medicine	113250.00	3	2013
10094032	Medicine	114022.00	3	2013
10094302	Medicine	317891.00	3	2013
10094775	Medicine	595682.00	3	2013
10094816	Medicine	273895.00	3	2013
10095569	Medicine	349709.00	3	2013
10095790	Medicine	371623.00	3	2013
10096295	Medicine	30200.00	2	2013
10094537	Medicine	304205.00	3	2013
10093576	Medicine	3775.00	1	2013
10093467	Medicine	286279.00	3	2013
10093289	Medicine	215029.00	3	2013
10094569	Medicine	334125.00	3	2013
10095228	Medicine	348975.00	3	2013
10095273	Medicine	25188.00	2	2013
10092916	Medicine	280973.00	3	2013
10093434	Medicine	176400.00	3	2013
10091260	Medicine	356335.00	3	2013
10090059	Medicine	373420.00	3	2013
10094533	Medicine	188750.00	3	2013
10088684	Medicine	408345.00	3	2013
10091074	Medicine	98150.00	2	2013
10092038	Medicine	43441.00	2	2013
10092039	Medicine	200112.00	3	2013
10092708	Medicine	236290.00	3	2013
10093295	Medicine	61700.00	2	2013
10093296	Medicine	290539.00	3	2013
10093809	Medicine	567660.00	3	2013
10094381	Medicine	95100.00	2	2013
10094730	Medicine	29000.00	2	2013
10094795	Medicine	11250.00	2	2013
10095386	Medicine	310748.00	3	2013
10095590	Medicine	354850.00	3	2013
10096102	Medicine	1500048.00	4	2013
10096182	Medicine	102884.00	3	2013
10091628	Medicine	37930.00	2	2013
10092324	Medicine	20800.00	2	2013
10092825	Medicine	71841.00	2	2013
10092891	Medicine	26000.00	2	2013
10093243	Medicine	113209.00	3	2013
10094303	Medicine	225990.00	3	2013
10094382	Medicine	353987.00	3	2013
10094556	Medicine	136767.00	3	2013
10094731	Medicine	3772.00	1	2013
10095058	Medicine	35934.00	2	2013
10095824	Medicine	354850.00	3	2013
10092616	Medicine	14829.00	2	2013
10094071	Medicine	28279.00	2	2013
10095257	Medicine	281041.00	3	2013
10096162	Medicine	13913.00	2	2013
10096024	Medicine	232114.00	3	2013
10092149	Medicine	2082121.00	4	2013
10090385	Medicine	28158.00	2	2013
10090399	Medicine	28158.00	2	2013
10093775	Medicine	429110.00	3	2013
10095992	Medicine	77000.00	2	2013
10090839	Medicine	249000.00	3	2013
10091531	Medicine	330313.00	3	2013
10092892	Medicine	286900.00	3	2013
10093658	Medicine	20000.00	2	2013
10095692	Medicine	314530.00	3	2013
10094644	Medicine	318752.00	3	2013
10095274	Medicine	100000.00	3	2013
10095900	Medicine	103500.00	3	2013
10096204	Medicine	16660.00	2	2013
10096316	Medicine	345601.00	3	2013
10090656	Medicine	25000.00	2	2013
10092658	Medicine	55942.00	2	2013
10094030	Medicine	86400.00	2	2013
10094804	Medicine	60000.00	2	2013
10095296	Medicine	200000.00	3	2013
10095854	Medicine	31655.00	2	2013
10096218	Medicine	65000.00	2	2013
10092070	Medicine	17588.00	2	2013
10093894	Medicine	347995.00	3	2013
10092954	Medicine	43976.00	2	2013
10093040	Medicine	298980.00	3	2013
10087618	Medicine	5374.00	1	2013
10095823	Medicine	75000.00	2	2013
10094092	Medicine	53942.00	2	2013
10096031	Medicine	405757.00	3	2013
10091835	Medicine	27792.00	2	2013
10092388	Medicine	348334.00	3	2013
10092496	Medicine	339942.00	3	2013
10096106	Medicine	1438714.00	4	2013
10090705	Medicine	125000.00	3	2013
10093751	Medicine	60000.00	2	2013
10094838	Medicine	334855.00	3	2013
10095340	Medicine	60000.00	2	2013
10095362	Medicine	74683.00	2	2013
10091004	Medicine	33946.00	2	2013
10092696	Medicine	338135.00	3	2013
10093211	Medicine	9850.00	1	2013
10094801	Medicine	300713.00	3	2013
10094999	Medicine	211338.00	3	2013
10089912	Medicine	69463.00	2	2013
10092617	Medicine	75500.00	2	2013
10094049	Medicine	9408.00	1	2013
10094304	Medicine	311138.00	3	2013
10094715	Medicine	572344.00	3	2013
10096151	Medicine	28361.00	2	2013
10090791	Medicine	29544.00	2	2013
10091106	Medicine	75500.00	2	2013
10091496	Medicine	230482.00	3	2013
10092312	Medicine	122526.00	3	2013
10092838	Medicine	314074.00	3	2013
10094354	Medicine	47875.00	2	2013
10095516	Medicine	18387.00	2	2013
10092709	Medicine	20400.00	2	2013
10092743	Medicine	44372.00	2	2013
10093981	Medicine	165363.00	3	2013
10092740	Medicine	54359.00	2	2013
10090712	Medicine	9100.00	1	2013
10094010	Medicine	5000.00	1	2013
10093361	Medicine	23771.00	2	2013
10093362	Medicine	27350.00	2	2013
10093676	Medicine	246596.00	3	2013
10091805	Medicine	5314.00	1	2013
